wallSec,fps,dtAvg,dtMax,simRatio,realRatio,fixedHz,fixedDt,maxDeltaTime,timeScale,targetFps,vSyncCount,time,focused,runInBackground
1170.60,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1171.61,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1172.62,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1173.62,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1174.64,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1175.65,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1176.66,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1177.68,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1178.68,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1179.69,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1180.69,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1181.72,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1182.72,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1183.74,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1184.74,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1185.75,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1186.77,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1187.78,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1188.80,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1189.81,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1190.82,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1191.84,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1192.85,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1193.86,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1194.88,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1195.90,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1196.90,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1197.92,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1198.94,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1199.94,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1200.96,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1201.99,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1203.00,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1204.02,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1205.03,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1206.04,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1207.05,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1208.07,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1209.09,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1210.11,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1211.11,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1212.11,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1213.11,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1214.12,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1215.14,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1216.14,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1217.16,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1218.17,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1219.17,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1220.18,40,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1221.22,40,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1222.22,64,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1223.22,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1224.23,66,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1225.23,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1226.25,66,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1227.25,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1228.26,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1229.27,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1230.28,63,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1231.29,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1232.30,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1233.32,66,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1234.32,66,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1235.33,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1236.33,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1237.34,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1238.34,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1239.34,65,0.0000,0.0000,0.000,0.999,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1240.36,64,0.0000,0.0000,0.000,1.001,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1241.37,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1242.37,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1243.37,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1244.38,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1245.39,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1246.40,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1247.40,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1248.40,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1249.41,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1250.41,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1251.42,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1252.43,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1253.44,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1254.46,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1255.47,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1256.47,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1257.48,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1258.49,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1259.49,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1260.51,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1261.52,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1262.52,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1263.52,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1264.54,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1265.54,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1266.55,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1267.56,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1268.57,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1269.59,49,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1270.62,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1271.63,23,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1272.66,23,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1273.66,29,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1274.67,39,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1275.68,28,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1276.68,64,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1277.69,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1278.69,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1279.70,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1280.70,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1281.70,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1282.70,64,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1283.72,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1284.73,65,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1285.77,48,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1286.79,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1287.79,40,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1288.83,25,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1289.86,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1290.87,30,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1291.91,34,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1292.91,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1293.94,44,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1294.96,34,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1295.97,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1296.97,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1297.99,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1299.00,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1300.03,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1301.03,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1302.07,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1303.08,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1304.09,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1305.09,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1306.10,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1307.11,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1308.12,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1309.14,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1310.14,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1311.14,48,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1312.15,49,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1313.16,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1314.18,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1315.19,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1316.20,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1317.21,48,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1318.22,43,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1319.22,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1320.22,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1321.23,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1322.23,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1323.24,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1324.25,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1325.26,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1326.27,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1327.27,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1328.29,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1329.30,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1330.31,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1331.31,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1332.33,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1333.33,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1334.34,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1335.35,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1336.35,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1337.36,66,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1338.37,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1339.37,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1340.37,70,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1341.38,63,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1342.40,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1343.42,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1344.43,23,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1345.45,30,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1346.46,34,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1347.46,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1348.46,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1349.49,42,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1350.51,23,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1351.51,30,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1352.53,42,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1353.53,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1354.56,34,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1355.61,41,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1356.66,49,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1357.70,40,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1358.70,42,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1359.70,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1360.71,71,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1361.72,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1362.74,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1363.74,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1364.75,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1365.76,73,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1366.76,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1367.76,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1368.76,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1369.76,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1370.76,72,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1371.78,31,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1372.78,30,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1373.79,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1374.80,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1375.80,29,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1376.82,28,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1377.83,43,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1378.84,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1379.85,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1380.87,67,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1381.88,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1382.88,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1383.89,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1384.89,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1385.89,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1386.90,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1387.90,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1388.91,68,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1389.91,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1390.91,63,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1391.92,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1392.93,69,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1393.94,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1394.98,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1396.00,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1397.02,24,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1398.06,33,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1399.07,35,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1400.08,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1401.09,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1402.09,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1403.09,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1404.12,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1405.12,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1406.13,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1407.14,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1408.14,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1409.15,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1410.16,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1411.17,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1412.17,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1413.18,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1414.19,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1415.20,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1416.21,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1417.22,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1418.22,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1419.24,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
1420.25,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,72,0,1063.31,0,1
