wallSec,fps,dtAvg,dtMax,simRatio,realRatio,fixedHz,fixedDt,maxDeltaTime,timeScale,targetFps,vSyncCount,time
1.88,2,0.0200,0.0200,0.021,4.754,1.1,0.0167,0.1667,1.00,400,0,0.02
2.91,22,0.0237,0.1667,0.179,0.363,10.6,0.0167,0.1667,1.00,400,0,0.54
3.92,192,0.0052,0.0110,0.257,0.257,15.3,0.0167,0.1667,1.00,400,0,1.55
4.92,134,0.0075,0.0752,0.204,0.204,12.4,0.0167,0.1667,1.00,400,0,2.55
5.93,120,0.0084,0.0614,0.170,0.170,10.1,0.0167,0.1667,1.00,400,0,3.56
6.93,125,0.0081,0.0609,0.145,0.145,8.7,0.0167,0.1667,1.00,400,0,4.56
7.94,181,0.0055,0.0085,0.126,0.126,7.7,0.0167,0.1667,1.00,400,0,5.57
8.94,180,0.0056,0.0093,0.112,0.112,6.7,0.0167,0.1667,1.00,400,0,6.57
9.97,126,0.0082,0.0736,0.103,0.103,6.2,0.0167,0.1667,1.00,400,0,7.60
10.97,137,0.0073,0.0672,0.092,0.092,5.5,0.0167,0.1667,1.00,400,0,8.60
11.98,180,0.0056,0.0084,0.084,0.084,5.0,0.0167,0.1667,1.00,400,0,9.61
13.61,17,0.0055,0.0070,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,9.70
14.66,41,0.0179,0.1667,0.050,0.177,2.9,0.0167,0.1667,1.00,400,0,10.43
15.67,33,0.0302,0.1667,0.064,0.064,3.8,0.0167,0.1667,1.00,400,0,11.42
16.67,60,0.0167,0.0574,0.060,0.060,3.6,0.0167,0.1667,1.00,400,0,12.42
17.68,58,0.0172,0.1667,0.056,0.057,3.4,0.0167,0.1667,1.00,400,0,13.42
18.69,40,0.0252,0.1208,0.054,0.054,3.3,0.0167,0.1667,1.00,400,0,14.43
19.70,51,0.0198,0.0882,0.051,0.051,3.0,0.0167,0.1667,1.00,400,0,15.44
20.70,50,0.0201,0.1186,0.049,0.049,2.9,0.0167,0.1667,1.00,400,0,16.45
21.72,64,0.0159,0.0214,0.047,0.047,2.8,0.0167,0.1667,1.00,400,0,17.46
24.07,31,0.0260,0.0678,0.034,0.034,2.0,0.0167,0.1667,1.00,400,0,18.27
26.70,1,0.0163,0.0163,0.001,0.154,0.0,0.0167,0.1667,1.00,400,0,18.27
27.70,55,0.0156,0.0446,0.031,0.038,1.8,0.0167,0.1667,1.00,400,0,19.13
28.71,49,0.0205,0.1038,0.035,0.035,2.1,0.0167,0.1667,1.00,400,0,20.13
29.73,64,0.0158,0.0222,0.034,0.034,2.1,0.0167,0.1667,1.00,400,0,21.14
30.73,66,0.0153,0.0212,0.033,0.033,2.0,0.0167,0.1667,1.00,400,0,22.15
31.74,65,0.0155,0.0437,0.032,0.032,1.9,0.0167,0.1667,1.00,400,0,23.16
32.74,66,0.0153,0.0209,0.031,0.031,1.9,0.0167,0.1667,1.00,400,0,24.16
33.76,66,0.0153,0.0216,0.030,0.030,1.8,0.0167,0.1667,1.00,400,0,25.17
34.76,64,0.0158,0.0210,0.029,0.029,1.7,0.0167,0.1667,1.00,400,0,26.18
35.78,69,0.0147,0.0186,0.028,0.028,1.7,0.0167,0.1667,1.00,400,0,27.19
36.79,50,0.0203,0.0530,0.028,0.028,1.7,0.0167,0.1667,1.00,400,0,28.21
37.82,33,0.0312,0.0944,0.027,0.027,1.6,0.0167,0.1667,1.00,400,0,29.24
38.83,50,0.0201,0.0323,0.026,0.026,1.5,0.0167,0.1667,1.00,400,0,30.25
39.86,40,0.0257,0.1204,0.026,0.026,1.6,0.0167,0.1667,1.00,400,0,31.27
40.87,45,0.0226,0.0591,0.025,0.025,1.5,0.0167,0.1667,1.00,400,0,32.29
41.87,62,0.0162,0.0204,0.024,0.024,1.4,0.0167,0.1667,1.00,400,0,33.29
42.88,65,0.0154,0.0189,0.023,0.023,1.4,0.0167,0.1667,1.00,400,0,34.29
43.89,64,0.0158,0.0192,0.023,0.023,1.4,0.0167,0.1667,1.00,400,0,35.31
44.91,65,0.0157,0.0180,0.023,0.023,1.4,0.0167,0.1667,1.00,400,0,36.33
45.92,62,0.0164,0.0202,0.022,0.022,1.3,0.0167,0.1667,1.00,400,0,37.34
46.93,61,0.0165,0.0255,0.021,0.021,1.3,0.0167,0.1667,1.00,400,0,38.35
47.94,62,0.0162,0.0216,0.021,0.021,1.3,0.0167,0.1667,1.00,400,0,39.35
48.94,62,0.0162,0.0222,0.021,0.021,1.2,0.0167,0.1667,1.00,400,0,40.36
49.95,58,0.0174,0.0234,0.020,0.020,1.2,0.0167,0.1667,1.00,400,0,41.37
50.96,64,0.0158,0.0215,0.020,0.020,1.2,0.0167,0.1667,1.00,400,0,42.38
51.97,57,0.0177,0.0266,0.019,0.019,1.2,0.0167,0.1667,1.00,400,0,43.39
52.98,58,0.0173,0.0216,0.019,0.019,1.1,0.0167,0.1667,1.00,400,0,44.39
53.99,61,0.0166,0.0207,0.019,0.019,1.1,0.0167,0.1667,1.00,400,0,45.40
55.00,64,0.0158,0.0210,0.018,0.018,1.1,0.0167,0.1667,1.00,400,0,46.42
56.00,63,0.0159,0.0208,0.018,0.018,1.1,0.0167,0.1667,1.00,400,0,47.42
57.01,57,0.0178,0.0252,0.018,0.018,1.1,0.0167,0.1667,1.00,400,0,48.43
58.02,63,0.0160,0.0202,0.017,0.017,1.0,0.0167,0.1667,1.00,400,0,49.44
59.02,62,0.0162,0.0235,0.017,0.017,1.0,0.0167,0.1667,1.00,400,0,50.45
60.04,66,0.0153,0.0210,0.017,0.017,1.0,0.0167,0.1667,1.00,400,0,51.45
61.04,56,0.0179,0.1280,0.016,0.016,1.0,0.0167,0.1667,1.00,400,0,52.46
62.05,62,0.0162,0.0228,0.016,0.016,1.0,0.0167,0.1667,1.00,400,0,53.47
63.06,61,0.0165,0.0229,0.016,0.016,1.0,0.0167,0.1667,1.00,400,0,54.47
64.07,65,0.0157,0.0207,0.016,0.016,1.0,0.0167,0.1667,1.00,400,0,55.49
65.08,64,0.0157,0.0230,0.015,0.015,0.9,0.0167,0.1667,1.00,400,0,56.50
66.09,64,0.0157,0.0246,0.015,0.015,0.9,0.0167,0.1667,1.00,400,0,57.50
67.09,65,0.0155,0.0190,0.015,0.015,0.9,0.0167,0.1667,1.00,400,0,58.51
68.10,61,0.0165,0.0256,0.015,0.015,0.9,0.0167,0.1667,1.00,400,0,59.52
69.11,65,0.0156,0.0201,0.015,0.015,0.9,0.0167,0.1667,1.00,400,0,60.53
70.12,61,0.0165,0.0254,0.014,0.014,0.9,0.0167,0.1667,1.00,400,0,61.53
71.13,65,0.0156,0.0190,0.014,0.014,0.9,0.0167,0.1667,1.00,400,0,62.55
72.14,66,0.0154,0.0203,0.014,0.014,0.8,0.0167,0.1667,1.00,400,0,63.56
73.16,65,0.0155,0.0201,0.014,0.014,0.8,0.0167,0.1667,1.00,400,0,64.57
74.16,63,0.0161,0.0267,0.014,0.014,0.8,0.0167,0.1667,1.00,400,0,65.58
75.18,63,0.0161,0.0205,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,66.59
76.19,66,0.0154,0.0184,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,67.61
77.20,67,0.0151,0.0190,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,68.62
78.22,66,0.0154,0.0184,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,69.64
79.23,62,0.0162,0.0251,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,70.64
80.25,67,0.0153,0.0233,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,71.67
81.27,62,0.0164,0.0606,0.013,0.013,0.8,0.0167,0.1667,1.00,400,0,72.69
82.27,62,0.0162,0.0238,0.012,0.012,0.7,0.0167,0.1667,1.00,400,0,73.69
83.29,61,0.0167,0.0243,0.012,0.012,0.7,0.0167,0.1667,1.00,400,0,74.71
84.29,56,0.0177,0.0285,0.012,0.012,0.7,0.0167,0.1667,1.00,400,0,75.70
85.40,39,0.0252,0.1667,0.012,0.013,0.7,0.0167,0.1667,1.00,400,0,76.68
86.45,44,0.0241,0.1529,0.012,0.012,0.7,0.0167,0.1667,1.00,400,0,77.74
98.31,32,0.0172,0.0359,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,78.29
99.33,2,0.0174,0.0200,0.000,0.122,0.0,0.0167,0.1667,1.00,400,0,78.31
100.34,39,0.0295,0.1667,0.011,0.012,0.7,0.0167,0.1667,1.00,400,0,79.47
101.34,46,0.0218,0.0678,0.010,0.010,0.6,0.0167,0.1667,1.00,400,0,80.47
102.35,56,0.0181,0.0436,0.010,0.010,0.6,0.0167,0.1667,1.00,400,0,81.48
103.37,73,0.0139,0.0255,0.010,0.010,0.6,0.0167,0.1667,1.00,400,0,82.49
104.37,74,0.0136,0.0292,0.010,0.010,0.6,0.0167,0.1667,1.00,400,0,83.50
105.38,70,0.0144,0.0311,0.010,0.010,0.6,0.0167,0.1667,1.00,400,0,84.51
106.38,72,0.0140,0.0326,0.009,0.009,0.6,0.0167,0.1667,1.00,400,0,85.51
107.39,57,0.0176,0.0411,0.009,0.009,0.6,0.0167,0.1667,1.00,400,0,86.52
108.39,45,0.0223,0.0326,0.009,0.009,0.6,0.0167,0.1667,1.00,400,0,87.52
109.40,43,0.0233,0.0396,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,88.52
110.41,64,0.0159,0.0298,0.009,0.009,0.6,0.0167,0.1667,1.00,400,0,89.54
111.43,73,0.0139,0.0272,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,90.55
112.44,72,0.0141,0.0255,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,91.57
113.45,69,0.0146,0.0329,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,92.58
114.46,64,0.0158,0.1158,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,93.59
115.46,70,0.0143,0.0283,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,94.59
116.48,78,0.0130,0.0289,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,95.60
117.48,64,0.0157,0.0340,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,96.61
118.49,43,0.0233,0.0420,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,97.61
119.51,40,0.0254,0.1531,0.009,0.009,0.5,0.0167,0.1667,1.00,400,0,98.63
120.52,63,0.0161,0.0378,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,99.65
121.52,64,0.0156,0.0352,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,100.65
122.52,71,0.0142,0.0312,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,101.65
123.53,72,0.0140,0.0377,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,102.66
124.54,70,0.0143,0.0401,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,103.66
125.55,65,0.0156,0.0411,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,104.68
126.57,60,0.0169,0.0324,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,105.69
127.58,75,0.0135,0.0295,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,106.71
128.59,65,0.0156,0.0316,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,107.72
129.60,67,0.0150,0.0252,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,108.72
130.61,44,0.0232,0.0367,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,109.74
131.62,65,0.0155,0.0355,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,110.75
132.63,78,0.0129,0.0276,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,111.76
133.64,79,0.0128,0.0193,0.008,0.008,0.4,0.0167,0.1667,1.00,400,0,112.76
134.65,73,0.0138,0.0270,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,113.77
135.65,76,0.0133,0.0180,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,114.78
136.66,62,0.0163,0.0428,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,115.79
137.66,72,0.0139,0.0301,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,116.79
138.67,75,0.0134,0.0299,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,117.79
139.76,61,0.0170,0.0407,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,118.83
140.77,47,0.0227,0.0678,0.008,0.008,0.5,0.0167,0.1667,1.00,400,0,119.90
141.78,50,0.0202,0.0404,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,120.91
142.79,49,0.0205,0.0374,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,121.91
143.80,53,0.0192,0.0347,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,122.93
144.81,51,0.0197,0.0429,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,123.94
145.82,53,0.0191,0.0351,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,124.95
146.83,49,0.0206,0.0482,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,125.96
147.84,50,0.0202,0.0688,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,126.96
148.84,48,0.0209,0.0370,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,127.97
149.86,60,0.0169,0.0366,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,128.98
150.88,49,0.0209,0.0360,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,130.01
151.90,44,0.0232,0.0878,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,131.03
152.92,44,0.0231,0.0467,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,132.04
153.93,43,0.0235,0.0460,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,133.05
154.93,38,0.0264,0.0478,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,134.06
155.97,41,0.0252,0.0515,0.007,0.007,0.4,0.0167,0.1667,1.00,400,0,135.09
156.97,65,0.0155,0.0320,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,136.10
157.99,63,0.0161,0.0293,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,137.11
159.01,41,0.0247,0.0487,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,138.12
160.01,62,0.0163,0.0367,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,139.14
161.02,74,0.0136,0.0232,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,140.14
162.02,62,0.0162,0.0312,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,141.15
163.03,72,0.0140,0.0308,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,142.16
164.04,71,0.0142,0.0275,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,143.17
165.06,47,0.0217,0.0380,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,144.19
166.06,43,0.0233,0.0410,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,145.19
167.06,53,0.0189,0.0351,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,146.19
168.07,55,0.0184,0.0334,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,147.20
169.08,39,0.0259,0.1527,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,148.21
170.12,49,0.0212,0.0400,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,149.25
171.14,45,0.0226,0.0422,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,150.27
172.15,45,0.0225,0.0433,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,151.28
173.17,50,0.0203,0.0366,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,152.29
174.17,48,0.0210,0.0387,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,153.30
175.18,48,0.0209,0.0328,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,154.30
176.19,48,0.0212,0.0365,0.006,0.006,0.4,0.0167,0.1667,1.00,400,0,155.32
177.23,49,0.0210,0.0394,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,156.35
178.23,51,0.0198,0.0356,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,157.36
179.23,48,0.0209,0.0353,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,158.36
180.24,53,0.0189,0.0331,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,159.36
181.25,64,0.0158,0.0446,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,160.37
182.25,76,0.0132,0.0199,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,161.38
183.26,73,0.0138,0.0303,0.006,0.006,0.3,0.0167,0.1667,1.00,400,0,162.39
184.27,79,0.0128,0.0167,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,163.40
185.27,77,0.0130,0.0224,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,164.40
186.27,73,0.0137,0.0215,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,165.40
187.28,83,0.0121,0.0254,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,166.41
188.30,78,0.0130,0.0321,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,167.42
189.30,83,0.0122,0.0259,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,168.43
190.31,81,0.0124,0.0199,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,169.44
191.32,78,0.0130,0.0274,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,170.45
192.33,76,0.0133,0.0270,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,171.46
193.34,81,0.0125,0.0180,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,172.47
194.36,78,0.0130,0.0190,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,173.48
195.37,77,0.0132,0.0245,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,174.50
196.37,61,0.0164,0.0451,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,175.49
197.41,26,0.0402,0.0513,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,176.54
198.42,29,0.0347,0.0568,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,177.54
199.43,51,0.0198,0.0478,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,178.56
200.43,30,0.0334,0.0491,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,179.56
201.43,32,0.0313,0.0474,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,180.56
202.44,83,0.0121,0.0322,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,181.56
203.48,46,0.0225,0.0638,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,182.60
204.51,51,0.0203,0.0527,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,183.63
205.52,47,0.0216,0.0444,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,184.65
206.54,36,0.0281,0.0430,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,185.66
207.56,49,0.0209,0.0450,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,186.68
208.57,49,0.0207,0.0395,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,187.70
209.58,49,0.0206,0.0377,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,188.70
210.59,50,0.0203,0.0349,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,189.72
211.60,46,0.0220,0.0459,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,190.73
212.63,49,0.0210,0.0468,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,191.76
213.64,45,0.0224,0.0369,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,192.77
214.65,47,0.0215,0.0454,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,193.78
215.66,49,0.0205,0.0459,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,194.78
216.67,48,0.0212,0.0442,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,195.80
217.68,46,0.0219,0.0433,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,196.81
218.69,48,0.0209,0.0383,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,197.81
219.69,59,0.0170,0.0289,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,198.81
220.70,63,0.0161,0.0346,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,199.83
221.72,57,0.0177,0.0293,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,200.84
222.81,50,0.0198,0.0368,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,201.83
223.82,56,0.0199,0.1192,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,202.94
224.83,34,0.0297,0.0409,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,203.95
225.85,37,0.0275,0.0483,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,204.97
226.87,58,0.0177,0.0442,0.005,0.005,0.3,0.0167,0.1667,1.00,400,0,205.99
227.87,67,0.0150,0.0209,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,207.00
228.88,53,0.0190,0.0391,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,208.00
229.88,57,0.0176,0.0318,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,209.01
230.88,69,0.0145,0.0313,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,210.01
231.88,66,0.0152,0.0332,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,211.01
232.89,64,0.0157,0.0282,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,212.02
233.90,72,0.0140,0.0305,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,213.03
234.91,72,0.0140,0.0232,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,214.03
235.91,60,0.0167,0.0365,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,215.04
236.93,51,0.0198,0.0363,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,216.05
237.95,54,0.0190,0.0341,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,217.07
238.97,56,0.0182,0.0312,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,218.10
239.98,54,0.0187,0.0367,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,219.11
240.99,55,0.0184,0.0397,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,220.12
242.00,55,0.0183,0.0451,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,221.12
243.01,55,0.0185,0.0356,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,222.14
244.02,52,0.0194,0.0356,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,223.15
245.03,51,0.0197,0.0445,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,224.15
246.04,54,0.0188,0.0296,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,225.17
247.07,50,0.0205,0.0390,0.004,0.004,0.3,0.0167,0.1667,1.00,400,0,226.20
248.08,61,0.0166,0.0353,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,227.21
249.09,57,0.0176,0.0411,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,228.21
250.09,53,0.0189,0.0423,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,229.22
251.10,53,0.0191,0.0326,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,230.23
252.11,52,0.0194,0.0455,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,231.24
253.14,56,0.0184,0.0365,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,232.27
254.14,51,0.0196,0.0405,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,233.27
255.15,48,0.0211,0.0410,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,234.28
256.16,47,0.0215,0.0362,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,235.29
257.16,47,0.0212,0.0361,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,236.29
258.17,58,0.0174,0.0386,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,237.30
259.18,54,0.0187,0.0313,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,238.31
260.19,54,0.0186,0.0367,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,239.31
261.19,60,0.0168,0.0324,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,240.32
262.21,31,0.0327,0.0730,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,241.33
263.22,23,0.0438,0.0706,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,242.34
264.24,52,0.0197,0.0562,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,243.37
265.24,36,0.0279,0.0753,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,244.37
266.26,35,0.0290,0.0520,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,245.38
267.27,59,0.0171,0.0330,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,246.40
268.28,61,0.0166,0.0299,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,247.41
269.30,62,0.0165,0.0373,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,248.43
270.31,63,0.0160,0.0303,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,249.44
271.33,62,0.0163,0.0387,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,250.45
272.34,63,0.0161,0.0338,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,251.47
273.34,65,0.0155,0.0280,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,252.47
274.36,58,0.0175,0.0345,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,253.48
275.36,55,0.0182,0.0328,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,254.48
276.36,57,0.0176,0.0288,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,255.49
277.37,52,0.0194,0.0366,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,256.50
278.38,53,0.0190,0.0305,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,257.51
279.38,44,0.0227,0.1380,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,258.50
280.39,53,0.0192,0.0444,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,259.52
281.40,51,0.0197,0.0398,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,260.53
282.41,53,0.0190,0.0471,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,261.54
283.44,51,0.0201,0.0430,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,262.56
284.45,60,0.0168,0.0377,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,263.57
285.46,54,0.0187,0.0344,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,264.58
286.47,57,0.0178,0.0418,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,265.60
287.48,55,0.0183,0.0362,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,266.61
288.50,54,0.0189,0.0385,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,267.62
289.51,61,0.0166,0.0317,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,268.64
290.51,65,0.0154,0.0324,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,269.64
291.52,71,0.0142,0.0302,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,270.65
292.55,66,0.0156,0.0371,0.004,0.004,0.2,0.0167,0.1667,1.00,400,0,271.68
293.55,70,0.0143,0.0275,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,272.68
294.59,67,0.0154,0.0313,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,273.71
295.59,66,0.0152,0.0323,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,274.71
296.60,60,0.0168,0.0295,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,275.72
